"","TICKER","CIK","CONAME"
"1410","BCO",78890,"BRINK'S CO"
"1411","BCO",78890,"THE BRINKS COMPANY"
"1412","BCR",9892,"BARD C R INC"
"1417","BCR",9892,"CR BARD INC"
"1418","BCR",9892,"C R BARD INC"
"1419","BCR",9892,"BARD CR INC"
"1420","BCSI",1095600,"BLUE COAT SYSTEMS INC"
"1421","BD",922471,"BUDGET GROUP INC"
"1423","BDC",913142,"BELDEN CDT INC"
"1424","BDG",9534,"BANDAG INC"
"1432","BDK",12355,"BLACK & DECKER CORP"
"1439","BDK",12355,"THE BLACK & DECKER CORP"
"1440","BDN",790816,"BRANDYWINE REALTY TRUST"
"1442","BDT",891531,"BREED TECHNOLOGIES INC"
"1444","BDX",10795,"BECTON DICKINSON & CO"
"1449","BDX",10795,"BECTON DICKINSON AND CO"
"1451","BDX",10795,"BECTON DICKINSON AND COMPANY"
"1452","BDY",722808,"BINDLEY WESTERN INDUSTRIES INC"
"1454","BDY",864268,"BRADLEY PHARMACEUTICALS INC"
"1455","BE",1113247,"BEARINGPOINT INC"
"1457","BEAM",813902,"SUMMIT TECHNOLOGY INC"
"1459","BEAS",1031798,"BEA SYSTEMS INC"
"1462","BEAV",861361,"B E AEROSPACE INC"
"1464","BEAV",861361,"BE AEROSPACE INC"
"1467","BEBE",1059272,"BEBE STORES INC"
"1469","BEC",840467,"BECKMAN INSTRUMENTS INC NEW"
"1473","BEC",840467,"BECKMAN COULTER INC NEW"
"1474","BEC",840467,"BECKMAN COULTER INC"
"1477","BEIQ",1041866,"BEI TECHNOLOGIES INC"
"1479","BEL",732712,"BELL ATLANTIC CORP"
"1484","BELFB",729580,"BEL FUSE INC"
"1485","BELM",900708,"BELL MICROPRODUCTS INC"
"1487","BEN",38777,"FRANKLIN RESOURCES INC"
"1495","BENJ",1302176,"BENJAMIN FRANKLIN FEDERAL SAVINGS & LOAN ASSOCIA"
"1496","BER",109563,"BEARINGS INC"
"1499","BER",11544,"WR BERKLEY CORP"
"1500","BER",11544,"W R BERKLEY CORP"
"1501","BER",11544,"BERKLEY W R CORP"
"1502","BERT",874971,"BERTUCCIS HOLDING CORP"
"1503","BETZ",11884,"BETZ LABORATORIES INC"
"1504","BEV",1040441,"BEVERLY ENTERPRISES"
"1507","BEV",1040441,"BEVERLY ENTERPRISES INC"
"1512","BEZ",9342,"BALDOR ELECTRIC CO"
"1519","BEZ",9342,"BALDOR ELECTRIC"
"1520","BF",14693,"BROWN FORMAN CORP"
"1521","BF",14693,"BROWN FORMAN"
"1522","BFB",14693,"BROWN FORMAN CORP"
"1528","BFI",846616,"BROWNING FERRIS INDUSTRIES INC"
"1533","BFO",25350,"BESTFOODS"
"1535","BFPT",915509,"BROOKS FIBER PROPERTIES INC"
"1536","BFT",770944,"BALLY TOTAL FITNESS HOLDING CORP"
"1538","BFT",770944,"BALLY TOTAL FITNESS HOLDINGS CORP"
"1539","BG",14707,"BROWN GROUP INC"
"1543","BGC",10488,"BAY STATE GAS CO"
"1547","BGC",886035,"GENERAL CABLE CORP"
"1548","BGE",1004440,"BALTIMORE GAS & ELECTRIC CO"
"1552","BGEN",714655,"BIOGEN INC"
"1557","BGF",924146,"BIG FLOWER HOLDINGS INC"
"1558","BGG",14195,"BRIGGS & STRATTON CORP"
"1565","BGG",14195,"BRIGGS & STRATTON"
"1566","BGL",59440,"BROOKE GROUP LTD"
"1567","BGP",940510,"BORDERS GROUP INC"
"1572","BGR",9548,"BANGOR HYDRO ELECTRIC CO"
"1576","BHC",855433,"B H C COMMUNICATIONS INC"
"1579","BHE",863436,"BENCHMARK ELECTRONICS INC"
"1584","BHI",808362,"BAKER HUGHES INC"
"1591","BHI",808362,"BAKER HUGHES INCORPORATED"
"1592","BHS",1202157,"BROOKFIELD HOMES CORP"
"1593","BHW",215219,"BELL HOWELL CO"
"1594","BI",945489,"BELL INDUSTRIES INC"
"1599","BIC",11975,"BIC CORP"
"1600","BID",823094,"SOTHEBYS HOLDINGS INC"
"1602","BID",823094,"SOTHEBY'S HOLDINGS INC"
"1605","BIGO",718082,"BIG O TIRES INC"
"1606","BIIB",875045,"BIOGEN IDEC INC"
"1608","BILL",1013706,"BILLING INFORMATION CONCEPTS COR"
"1609","BILL",1013706,"BILLING CONCEPTS CORP"
"1610","BIND",722808,"BINDLEY WESTERN INDUSTRIES INC"
"1613","BIO",12208,"BIO RAD LABORATORIES INC"
"1615","BIOA",12208,"BIO RAD LABORATORIES INC"
"1616","BIR",779334,"BIRMINGHAM STEEL CORP"
"1621","BJ",1037461,"B J S WHOLESALE CLUB INC"
"1623","BJ",1037461,"BJ'S WHOLESALE CLUB INC"
"1625","BJ",1037461,"BJ WHOLESALE CLUB INC"
"1626","BJICA",768384,"BEN & JERRY'S HOMEMADE INC"
"1627","BJS",864328,"B J SERVICES CO"
"1631","BJS",864328,"BJ SERVICES CO"
"1633","BJS",864328,"BJ SERVICES COMPANY"
"1634","BK",9626,"BANK NEW YORK INC"
"1639","BK",9626,"BANK OF NEW YORK CO INC"
"1641","BK",9626,"THE BANK OF NEW YORK CO INC"
"1642","BKB",36672,"BANK OF BOSTON CORP"
"1645","BKB",36672,"BANKBOSTON CORP"
"1647","BKF",9325,"BAKER FENTRESS & CO"
"1652","BKH",1130464,"BLACK HILLS CORP"
"1660","BKI",899597,"BUCKEYE TECHNOLOGIES INC"
"1665","BKLY",11544,"BERKLEY W R CORP"
"1670","BKMU",1123270,"BANK MUTUAL CORPORATION"
"1671","BKNG",829750,"BANKNORTH GROUP INC"
"1673","BKS",890491,"BARNES & NOBLE INC"
"1678","BKSO",39394,"BANK SOUTH CORP"
"1681","BKUNA",894490,"BANKUNITED FINANCIAL CORP"
"1682","BL",71525,"BLAIR CORP"
"1689","BLC",356080,"BELO A H CORP"
"1694","BLC",356080,"BELO CORP"
"1697","BLE",887356,"BRADLEES INC"
"1698","BLI",768835,"BIG LOTS INC"
"1701","BLI",707542,"BUSINESSLAND INC"
"1702","BLK",1060021,"BLACKROCK INC"
"1705","BLL",9389,"BALL CORP"
"1713","BLOCA",12654,"BLOCK DRUG INC"
"1717","BLR",13006,"BOLAR PHARMACEUTICAL INC"
"1718","BLS",732713,"BELLSOUTH CORP"
"1726","BLSA",840216,"BOLSA CHICA CO"
"1727","BLT",1001606,"BLOUNT INC"
"1728","BLT",1001606,"BLOUNT INTERNATIONAL INC"
"1729","BLTA",1001606,"BLOUNT INC"
"1731","BLTA",1001606,"BLOUNT INTERNATIONAL INC"
"1732","BLTI",811240,"BIOLASE TECHNOLOGY INC"
"1733","BLUD",736822,"IMMUCOR INC"
"1734","BLY",9435,"BALLY MANUFACTURING CORP"
"1736","BLY",9435,"BALLY ENTERTAINMENT CORP"
"1737","BMAC",830158,"B M A CORP NEW"
"1738","BMC",215310,"B M C INDUSTRIES INC MN"
"1743","BMC",835729,"BMC SOFTWARE INC"
"1746","BMCS",835729,"B M C SOFTWARE INC"
"1748","BMET",351346,"BIOMET INC"
"1756","BMG",771498,"BATTLE MOUNTAIN GOLD CO"
"1761","BMHC",1046356,"BUILDING MATERIALS HOLDING CORP"
"1765","BMHC",1046356,"BUILDING MATERIAL HOLDING CORP"
"1766","BML",54811,"BALFOUR MACLAINE CORP"
"1767","BMM",215310,"BMC INDUSTRIES INC"
"1768","BMP",723534,"BALLARD MEDICAL PRODUCTS"
"1770","BMS",11199,"BEMIS INC"
"1775","BMS",11199,"BEMIS CO INC"
"1777","BMS",11199,"BEMIS CO"
"1778","BMY",14272,"BRISTOL MYERS SQUIBB CO"
"1785","BMY",14272,"BRISTOL MYERS SQUIBB"
"1786","BN",9801,"BANTA CORP"
"1790","BN",13239,"BORDEN INC"
"1792","BNE",13610,"BOWNE & CO INC"
"1800","BNET",876516,"BAY NETWORKS INC"
"1801","BNHI",46195,"BANCORP HAWAII INC"
"1802","BNI",934612,"BURLINGTON NORTHERN INC"
"1805","BNI",934612,"BURLINGTON NORTHERN SANTA FE CP"
"1807","BNI",934612,"BURLINGTON NORTHERN SANTA FE CORP"
"1810","BNK",829750,"BANKNORTH GROUP INC"
"1811","BNK",1304994,"TD BANKNORTH INC"
"1812","BNKU",1127777,"BANK UNITED CORP"
"1814","BNL",8960,"BENEFICIAL CORP"
"1818","BNO",845289,"BENTON OIL & GAS CO"
"1820","BNO",845289,"BENTON OIL AND GAS CO"
"1821","BNR",9779,"BANNER INDUSTRIES INC"
"1822","BNS",14637,"BROWN & SHARPE MFG CO"
"1827","BNTA",9801,"BANTA CORP"
"1831","BOAT",40454,"BOATMENS BANCSHARES INC"
"1834","BOBE",33769,"BOB EVANS FARMS INC"
"1842","BOCB",1292731,"BUFFETS INC"
"1845","BOH",46195,"BANCORP HAWAII INC"
"1847","BOH",46195,"PACIFIC CENTURY FINANCIAL CORP"
"1849","BOH",46195,"BANK OF HAWAII CORP"
"1852","BOKCC",9515,"BANCOKLAHOMA CORP"
"1853","BOKF",875357,"BOK FINANCIAL CORP"
"1855","BOL",10427,"BAUSCH & LOMB INC"
"1863","BOMA",737287,"BANKS MID AMERICA INC"
"1864","BOOL",734394,"BOOLE & BABBAGE INC"
"1865","BOR",817945,"BURNS INTERNATIONAL SERVICES CORP"
"1867","BORL",853273,"BORLAND INTERNATIONAL INC"
"1870","BORL",853273,"BORLAND SOFTWARE CORP"
"1873","BOST",894751,"BOSTON CHICKEN INC"
"1874","BOW",743368,"BOWATER INC"
"1882","BPFH",821127,"BOSTON PRIVATE FINANCIAL HOLDINGS INC"
"1884","BPOP",763901,"POPULAR INC"
"1886","BPUR",815508,"BIOPURE CORP"
"1888","BQR",719544,"QUICK & REILLY GROUP INC"
"1889","BR",833320,"BURLINGTON RESOURCES INC"
"1897","BRC",867516,"BAROID CORP NEW"
"1898","BRC",746598,"BRADY CORP"
"1902","BRCD",1009626,"BROCADE COMMUNICATIONS SYSTEMS INC"
"1904","BRCD",1009626,"BROCADE COMMUNICATIONS SYSTEMS"
"1905","BRCM",1054374,"BROADCOM CORP"
"1908","BRE",1011174,"B R E PROPERTIES INC"
"1909","BRE",1011174,"BRE PROPERTIES INC"
"1911","BRK",1067983,"BERKSHIRE HATHAWAY INC DE"
"1914","BRK",1067983,"BERKSHIRE HATHAWAY INC"
"1915","BRKA",1067983,"BERKSHIRE HATHAWAY INC DEL"
"1917","BRKA",1067983,"BERKSHIRE HATHAWAY INC"
"1919","BRKL",1049782,"BROOKLINE BANCORP INC"
"1923","BRKS",933974,"BROOKS PRI AUTOMATION INC"
"1924","BRKS",933974,"BROOKS AUTOMATION INC"
"1926","BRKT",754516,"BROOKTROUT INC"
"1928","BRL",10081,"BARR LABORTORIES INC"
"1930","BRL",10081,"BARR PHARMACEUTICALS INC"
"1931","BRNO",14920,"BRUNOS INC"
"1934","BRO",79282,"BROWN & BROWN INC"
"1936","BRO",54727,"BROAD INC"
"1937","BROD",812490,"BRODERBUND SOFTWARE INC"
"1938","BRR",351993,"BARRETT RESOURCES CORP"
"1940","BRW",716133,"BROADWING INC"
"1941","BS",11860,"BETHLEHEM STEEL CORP"
"1947","BSC",777001,"BEAR STEARNS COS INC"
"1954","BSC",777001,"THE BEAR STEARNS COMPANIES INC"
"1955","BSE",1035675,"BOSTON EDISON CO"
"1959","BSET",10329,"BASSETT FURNITURE INDUSTRIES INC"
"1966","BSET",10329,"BASSETT FURNITURE INDUSTRIES"
"1967","BSG",883587,"BISYS GROUP INC"
"1969","BSMT",875404,"FILENES BASEMENT CORP"
"1971","BSPT",884063,"BELL SPORTS CORP"
"1972","BSTE",834306,"BIOSITE INC"
"1974","BSX",885725,"BOSTON SCIENTIFIC CORP"
"1979","BSYS",883587,"BISYS GROUP INC"
"1982","BT",9749,"BANKERS TRUST NY CORP"
"1986","BTC",318378,"BANCTEC INC"
"1988","BTEC",318378,"BANCTEC INC"
"1990","BTGC",722104,"BIO TECHNOLOGY GENERAL CORP"
"1993","BTH",921503,"BLYTH INDUSTRIES INC"
"1995","BTH",921503,"BLYTH INC"
"1998","BTL",11884,"BETZ LABORATORIES INC"
"2000","BTL",11884,"BETZDEARBORN INC"
"2001","BTLR",15840,"BUTLER MANUFACTURING CO DE"
"2004","BTU",1064728,"PEABODY ENERGY CORP"
"2006","BTZ",856529,"BERLITZ INTERNATIONAL INC NEW"
"2008","BU",14525,"BROOKLYN UNION GAS CO"
"2011","BUD",310569,"ANHEUSER BUSCH COS INC"
"2016","BUD",310569,"ANHEUSER BUSCH INC"
"2018","BUD",310569,"ANHEUSER BUSCH COMPANIES INC"
"2019","BUR",870213,"BURLINGTON INDUSTRIES EQUITY INC"
"2020","BUR",870213,"BURLINGTON INDUSTRIES INC NEW"
"2023","BV",710979,"BLOCKBUSTER ENTERTAINMENT CORP"
"2025","BVC",840387,"BAY VIEW CAPITAL CORP"
"2028","BVSN",920448,"BROADVISION INC"
"2029","BW",1104657,"BRUSH WELLMAN INC"
"2034","BW",1104657,"BRUSH ENGINEERED MATERIALS INC"
"2037","BWA",908255,"BORG WARNER AUTOMOTIVE INC"
"2040","BWA",908255,"BORGWARNER INC"
"2042","BWA",908255,"BORG WARNER INC"
"2043","BWC",913142,"BELDEN INC"
"2047","BWE",36377,"BANCWEST CORP"
"2048","BWI",879550,"BIOWHITTAKER INC"
"2050","BWS",14707,"BROWN SHOE CO INC"
"2053","BWS",14707,"BROWN SHOE COMPANY INC"
"2054","BXP",1037540,"BOSTON PROPERTIES INC"
"2056","BXS",701853,"BANCORPSOUTH INC"
"2058","BYD",906553,"BOYD GAMING CORP"
"2060","BZ",350750,"BAIRNCO CORP"
"2063","BZH",915840,"BEAZER HOMES USA INC"
"2065","C",791269,"CHRYSLER CORP"
"2069","C",831001,"CITIGROUP INC"
"2073","CA",356028,"COMPUTER ASSOCIATES INTL INC"
"2078","CA",356028,"COMPUTER ASSOCIATES INTERNATIONAL INC"
"2081","CACOA",18255,"CATO CORP NEW"
"2083","CACOA",18255,"CATO CORP"
"2084","CACS",1018074,"CARRIER ACCESS CORP"
"2085","CAFC",797871,"CAROLINA FIRST CORP"
"2086","CAG",23217,"CONAGRA INC"
"2091","CAG",23217,"CONAGRA FOODS INC"
"2094","CAH",721371,"CARDINAL HEALTH INC"
"2100","CAI",16058,"CACI INTERNATIONAL INC"
"2102","CAI",319687,"CONTINENTAL AIRLINES INC"
"2103","CAKE",887596,"CHEESECAKE FACTORY INC"
"2108","CAL",949058,"CALFED INC"
"2109","CAL",949058,"CALIFORNIA FEDERAL BANK FSB"
"2111","CAL",319687,"CONTINENTAL AIRLINES INC"
"2115","CALL",824169,"NEXTEL COMMUNICATIONS INC"
"2116","CAM",913267,"CAMCO INTERNATIONAL INC"
"2117","CAM",941548,"COOPER CAMERON CORP"
"2121","CANI",1057709,"CARREKER CORP"
"2122","CANI",1057709,"CARREKER CORPORATION"
"2123","CAO",1051848,"CSK AUTO CORP"
"2124","CAO",706166,"CAROLINA FREIGHT CORP"
"2126","CAPA",931784,"CAPTARIS INC"
"2129","CAR",18000,"CARTER WALLACE INC"
"2134","CARS",1049316,"CAPITAL AUTOMOTIVE REIT"
"2135","CAS",18172,"CASTLE A M & CO"
"2140","CAS",18172,"AM CASTLE & CO"
"2141","CAS",18172,"A M CASTLE & CO"
"2143","CASY",726958,"CASEYS GENERAL STORES INC"
"2148","CASY",726958,"CASEY'S GENERAL STORES INC"
"2151","CAT",18230,"CATERPILLAR INC"
"2159","CATP",895462,"CAMBRIDGE TECHNOLOGY PRTNRS INC"
"2161","CATT",1063085,"CATAPULT COMMUNICATIONS CORP"
"2164","CATY",861842,"CATHAY GENERAL BANCORP INC"
"2165","CATY",861842,"CATHAY GENERAL BANCORP"
"2166","CAW",16095,"CAESARS WORLD INC"
"2168","CB",20171,"CHUBB CORP"
"2175","CB",20171,"THE CHUBB CORP"
"2176","CBB",701708,"CALIBER SYSTEMS INC"
"2177","CBB",716133,"CINCINNATI BELL INC"
"2179","CBC",861461,"CENTURA BANKS INC"
"2181","CBCF",351077,"CITIZENS BANKING CORP"
"2183","CBE",1141982,"COOPER INDUSTRIES INC"
"2188","CBE",1141982,"COOPER INDUSTRIES LTD"
"2189","CBH",310431,"C B I INDUSTRIES INC"
"2191","CBH",715096,"COMMERCE BANCORP INC"
"2195","CBI",310431,"C B I INDUSTRIES INC"
"2196","CBIZ",944148,"CENTURY BUSINESS SERVICES INC"
"2198","CBK",883943,"CHRISTOPHER & BANKS CORP"
"2200","CBK",24058,"CONTINENTAL BANK CORP"
"2202","CBL",910612,"CBL & ASSOCIATES PROPERTIES INC"
"2205","CBL",24975,"CORROON & BLACK CORP"
"2206","CBM",820081,"CAMBREX CORP"
"2211","CBR",918581,"CIBER INC"
"2216","CBR",778169,"CRYSTAL BRANDS INC"
"2218","CBRL",1067294,"CRACKER BARREL OLD CTRY STR"
"2221","CBRL",1067294,"CBRL GROUP INC"
"2225","CBRNA",16918,"CANANDAIGUA BRANDS INC"
"2227","CBS",18366,"C B S INC"
"2230","CBS",106413,"C B S CORP"
"2232","CBS",813828,"CBS CORP"
"2233","CBSH",22356,"COMMERCE BANCSHARES INC"
"2241","CBSS",18568,"CENTRAL BANCSHARES SOUTH INC"
"2243","CBSS",18568,"COMPASS BANCSHARES INC"
"2249","CBT",16040,"CABOT CORP"
"2257","CBU",723188,"COMMUNITY BANK SYSTEM NY"
"2258","CBZ",905401,"CORT BUSINESS SERVICES CORP"
"2260","CC",104599,"CIRCUIT CITY STORES INC"
"2268","CCB",714612,"C C B FINANCIAL CORP"
"2270","CCB",17109,"CAPITAL CITIES ABC INC"
"2273","CCBL",350621,"C COR NET CORP"
"2275","CCBL",350621,"C CORNET CORP"
"2277","CCBL",350621,"C COR INC"
"2278","CCC",812701,"CALGON CARBON CORP"
"2284","CCE",804055,"COCA COLA ENTERPRISES INC"
"2291","CCE",804055,"COCA COLA ENTERPRISES"
"2292","CCH",1046311,"CHOICE HOTELS INTERNATIONAL INC"
"2293","CCHIA",22366,"C C H INC"
"2294","CCI",20405,"CITICORP"
"2298","CCI",1051470,"CROWN CASTLE INTERNATIONAL CORP"
"2301","CCK",1219601,"CROWN CORK & SEAL INC"
"2306","CCK",1219601,"CROWN CORK & SEAL CO INC"
"2307","CCK",1219601,"CROWN HOLDINGS INC"
"2309","CCL",815097,"CARNIVAL CORP"
"2310","CCLR",22366,"COMMERCE CLEARING HOUSE INC"
"2311","CCLRA",22366,"COMMERCE CLEARING HOUSE INC"
"2312","CCMA",1098782,"CONCENTRA MANAGED CARE INC"
"2313","CCMC",1098782,"CONCENTRA MANAGED CARE INC"
"2314","CCMP",1102934,"CABOT MICROELECTRONICS CORP"
"2317","CCN",20067,"CHRIS CRAFT INDS INC"
"2322","CCON",719727,"CIRCON CORP"
"2323","CCR",25191,"COUNTRYWIDE CREDIT INDS INC"
"2327","CCR",25191,"COUNTRYWIDE CREDIT INDUSTRIES INC"
"2328","CCRD",915290,"CONCORD COMMUNICATIONS INC"
"2330","CCRN",1141103,"CROSS COUNTRY HEALTHCARE INC"
"2332","CCRT",1068199,"COMPUCREDIT CORP"
"2335","CCU",739708,"CLEAR CHANNEL COMMUNICATIONS INC"
"2340","CCUR",749038,"CONCURRENT COMPUTER CORP NEW"
"2341","CD",723612,"CENDANT CORP"
"2346","CDA",1124887,"CONTROL DATA CORP DE"
"2347","CDD",68366,"CORDANT TECHNOLOGIES INC"
"2348","CDE",215466,"COEUR D ALENE MINES CORP ID"
"2353","CDE",215466,"COEUR D'ALENE MINES CORP"
"2355","CDE",215466,"COEUR D' ALENE MINES CORP"
"2356","CDG",831964,"CLIFFS DRILLING CO"
"2357","CDI",18396,"C D I CORP"
"2359","CDI",18396,"CDI CORP"
"2362","CDIC",721371,"CARDINAL DISTRIBUTION INC"
"2363","CDIS",866829,"CAL DIVE INTERNATIONAL INC"
"2366","CDL",716634,"CITADEL HOLDING CORP"
"2369","CDN",813672,"CADENCE DESIGN SYSTEMS INC"
"2375","CDNS",813672,"CADENCE DESIGN SYSTEMS INC"
"2376","CDO",1179484,"COMDISCO INC"
"2382","CDP",23752,"CONSOLIDATED PAPERS INC"
"2385","CDT",913142,"CABLE DESIGN TECHNOLOGIES CORP"
"2389","CDV",776074,"CHAMBERS DEVELOPMENT INC"
"2390","CDVA",776074,"CHAMBERS DEVELOPMENT INC"
"2391","CDVB",776074,"CHAMBERS DEVELOPMENT INC"
"2392","CDWC",899171,"C D W COMPUTER CENTERS INC"
"2394","CDWC",899171,"CDW COMPUTER CENTERS INC"
"2395","CDWC",899171,"CDW CORP"
"2397","CDX",1228862,"CATELLUS DEVELOPMENT CORP"
"2401","CE",740112,"CONCORD EFS INC"
"2402","CE",1081316,"CALIFORNIA ENERGY CO INC"
"2405","CE",1081316,"CALENERGY INC"
"2406","CEC",813920,"CEC ENTERTAINMENT INC"
"2410","CECO",1046568,"CAREER EDUCATION CORP"
"2412","CEFT",740112,"CONCORD E F S INC"
"2414","CEFT",740112,"CONCORD EFS INC"
"2415","CEG",1004440,"CONSTELLATION ENERGY GROUP INC"
"2419","CEGE",865231,"CELL GENESYS INC"
"2421","CEI",918958,"CRESCENT REAL ESTATE EQUITIES CO"
"2422","CEI",918958,"CRESCENT REAL ESTATE EQUITIES COMPANY"
"2423","CELG",816284,"CELGENE CORP"
"2425","CELG",816284,"CELGENE"
"2426","CELL",918946,"BRIGHTPOINT INC"
"2430","CELS",787912,"COMMNET CELLULAR INC"
"2431","CEM",1026601,"CHEMFIRST INC"
"2434","CEM",1091862,"CHEMTURA CORP"
"2435","CEN",1124887,"CERIDIAN CORP"
"2441","CEN",1124887,"CERIDIAN CORPORATION"
"2442","CENT",887733,"CENTRAL GARDEN & PET CO"
"2445","CENX",949157,"CENTURY ALUMINUM CO"
"2448","CEPH",873364,"CEPHALON INC"
"2453","CER",762129,"CILCORP INC"
"2458","CERN",804753,"CERNER CORP"
"2464","CERS",1020214,"CERUS CORP"
"2465","CES",71304,"COMMONWEALTH ENERGY SYS"
"2469","CEXP",878130,"CORPORATE EXPRESS INC"
"2471","CEY",1136893,"CERTEGY INC"
"2474","CF",819692,"CHARTER ONE FINANCIAL INC"
"2476","CF",101880,"CRESTAR FINANCIAL CORP"
"2478","CF",870760,"COLLINS FOODS INTL INC DE"
"2479","CFA",351360,"COMPUTER FACTORY INC"
"2480","CFB",702163,"CITIZENS FIRST BANCORP"
"2482","CFB",744778,"COMMERCIAL FEDERAL CORP"
"2486","CFBI",39263,"CULLEN FROST BANKERS INC"
"2489","CFBS",276235,"CENTRAL FIDELITY BANKS INC"
"2493","CFBX",857593,"COMMUNITY FIRST BANKSHARES INC"
"2497","CFC",25191,"COUNTRYWIDE FINANCIAL CORP"
"2499","CFCN",744778,"COMMERCIAL FEDERAL CORP"
"2502","CFD",25475,"CRAWFORD & CO"
"2503","CFFN",1074433,"CAPITOL FEDERAL FINANCIAL"
"2505","CFL",69952,"CORESTATES FINANCIAL CORP"
"2507","CFLO",1095600,"CACHEFLOW INC"
"2508","CFR",39263,"CULLEN FROST BANKERS INC"
"2513","CG",22099,"COLUMBIA GAS SYS INC"
"2515","CG",22099,"COLUMBIA ENERGY GROUP"
"2517","CGC",18072,"CASCADE NATURAL GAS CORP"
"2525","CGEN",21686,"COLLAGEN CORP"
"2528","CGEN",21686,"COLLAGEN AESTHETICS INC"
"2529","CGI",811612,"COMMERCE GROUP INC"
"2531","CGI",811612,"THE COMMERCE GROUP INC"
"2532","CGNX",851205,"COGNEX CORP"
"2537","CGO",1135185,"ATLAS AIR WORLDWIDE HOLDINGS INC"
"2539","CGP",21267,"COASTAL CORP"
"2544","CGRM",877908,"CENTIGRAM COMMUNCATIONS CORP"
"2546","CGX",921500,"CONSOLIDATED GRAPHICS INC"
"2551","CHA",19150,"CHAMPION INTERNATIONAL CORP"
"2556","CHAP",1319048,"CHAPARRAL STEEL CO"
"2557","CHB",814068,"CHAMPION ENTERPRISES INC"
"2562","CHBS",883943,"CHRISTOPHER & BANKS CORP"
"2563","CHC",1043325,"CHARTER MUNICIPAL MORTGAGE ACCEPTANCE CO"
"2564","CHC",1043325,"CHARTERMAC"
"2565","CHD",313927,"CHURCH & DWIGHT INC"
"2569","CHD",313927,"CHURCH & DWIGHT CO INC"
"2572","CHE",19584,"CHEMED CORP"
"2579","CHEK",215419,"CHECKPOINT SYSTEMS INC"
"2581","CHF",20041,"CHOCK FULL O NUTS CORP"
"2584","CHFC",19612,"CHEMICAL FINANCIAL"
"2585","CHFN",1136796,"CHARTER FINANCIAL CORP WEST"
"2586","CHG",1061393,"CH ENERGY GROUP INC"
"2589","CHG",19855,"CHICAGO MILWAUKEE CORP"
"2591","CHH",750217,"CARTER HAWLEY HALE STORES INC"
"2592","CHH",1046311,"CHOICE HOTELS INTERNATIONAL INC"
"2596","CHIR",706539,"CHIRON CORP"
"2604","CHK",895126,"CHESAPEAKE ENERGY CORP"
"2609","CHL",19617,"CHEMICAL BANKING CORP"
"2612","CHO",1012967,"CAPSTAR HOTEL CO"
"2613","CHP",808064,"C & D TECHNOLOGIES INC"
"2615","CHP",808064,"C&D TECHNOLOGIES INC"
"2616","CHPS",767965,"CHIPS & TECHNOLOGIES INC"
"2617","CHR",312667,"CHARTER COMPANY"
"2618","CHRS",19353,"CHARMING SHOPPES INC"
"2626","CHRW",1043277,"CH ROBINSON WORLDWIDE INC"
"2627","CHRW",1043277,"C H ROBINSON WORLDWIDE INC"
"2629","CHRZ",23019,"COMPUTER HORIZONS CORP"
"2633","CHS",897429,"CHICO'S FAS INC"
"2635","CHS",897429,"CHICO"
"2636","CHTR",1091667,"CHARTER COMMUNICATIONS INC"
"2639","CHUX",864233,"O'CHARLEY'S INC"
"2640","CHUX",864233,"O' CHARLEY'S INC"
"2641","CHV",93410,"CHEVRON CORP"
"2646","CHW",800287,"CHEMICAL WASTE MGMT INC"
"2648","CHX",802481,"PILGRIMS PRIDE CORP"
"2651","CHY",20232,"CHYRON CORP"
"2652","CHZ",200138,"CHITTENDEN CORP"
"2655","CI",701221,"C I G N A CORP"
"2659","CI",701221,"CIGNA CORP"
"2663","CIC",24011,"CONTINENTAL CORP"
"2665","CIEN",936395,"CIENA CORP"
"2668","CIEN",936395,"CIENA CORPORATION"
"2669","CIMA",833298,"CIMA LABS INC"
"2670","CIN",899652,"CINCINNATI GAS & ELEC CO"
"2672","CIN",899652,"CINERGY CORP"
"2678","CINF",20286,"CINCINNATI FINANCIAL CORP"
"2686","CIP",860520,"CENTRAL ILLINOIS PUBLIC SVC CO"
"2687","CIP",860520,"C I P S C O INC"
"2689","CIR",725549,"CIRCUS CIRCUS ENTERPRISES INC"
"2693","CIT",20388,"CIT GROUP INC"
"2694","CIT",1171825,"CIT GROUP INC"
"2695","CITUA",20520,"CITIZENS UTILITIES CO DEL"
"2696","CIV",1029590,"CONECTIV INC"
"2698","CK",890548,"CAREMARK INTERNATIONAL INC"
"2699","CK",1091862,"CROMPTON CORP"
"2701","CKE",799088,"CARMIKE CINEMAS INC"
"2703","CKE",18169,"CASTLE & COOKE INC"
"2704","CKFR",949341,"CHECKFREE HOLDINGS CORP"
"2706","CKFR",949341,"CHECKFREE CORP"
"2709","CKH",859598,"SEACOR HOLDINGS INC"
"2710","CKH",859598,"SEACOR SMIT INC"
"2714","CKL",109710,"CLARK EQUIPMENT CO"
"2716","CKP",215419,"CHECKPOINT SYSTEMS INC"
"2722","CKP",936287,"CIRCLE K CORP"
"2723","CKR",919628,"C K E RESTAURANTS INC"
"2725","CKR",919628,"CKE RESTAURANTS INC"
"2728","CL",21665,"COLGATE PALMOLIVE CO"
"2736","CLC",20740,"CLARCOR INC"
"2743","CLCX",943206,"COMPUTER LEARNING CENTERS INC"
"2744","CLD",857954,"CALDOR CORP"
"2745","CLE",34115,"CLAIRES STORES INC"
